first_name,last_name,email,phone,age,city,occupation,education,course_interest,lead_source,budget,preferred_schedule,previous_ai_experience,interaction_count,assigned_sales_rep,days_since_created,purchased,status,payment_status
שני,פרץ,8237.שני.פרץ@example.com,0590654727,35.0,חיפה,מנהל שיווק,תואר שני,AI Agents,Website,4790.0,גמיש,0,5,נועה גל,40,0,Lost,pending
נדב,דהן,8238.נדב.דהן@example.com,0581866561,37.0,באר שבע,מנהל שיווק,תואר שני,AI Agents,Event,3160.0,"סופ""ש",1,1,נועה גל,173,0,Lost,pending
אלון,פרץ,8239.אלון.פרץ@example.com,0569793078,35.0,ראשון לציון,סטודנט,תואר שני,AI Automation,Facebook,3390.0,בוקר,0,0,מאיה בר,122,0,New,pending
עדי,כהן,8240.עדי.כהן@example.com,0585511733,22.0,מודיעין,מנהל שיווק,תואר ראשון,Prompt Engineering,Instagram,3460.0,בוקר,1,3,דנה לוי,16,0,New,pending
יובל,אזולאי,8241.יובל.אזולאי@example.com,0599949381,24.0,ירושלים,אנליסט,תואר שני,Python for AI,Google Ads,3440.0,ערב,0,1,מאיה בר,130,0,Contacted,pending
ליאור,פרידמן,8242.ליאור.פרידמן@example.com,0552019345,37.0,רמת גן,מפתח תוכנה,תואר ראשון,Data Science,WhatsApp,7290.0,גמיש,0,2,דנה לוי,6,0,New,pending
דור,אשכנזי,8243.דור.אשכנזי@example.com,0521338230,46.0,רמת גן,אנליסט,תיכונית,AI Automation,Facebook,500.0,ערב,0,1,יוסי כהן,36,0,Interested,pending
גיא,כהן,8244.גיא.כהן@example.com,0559674699,34.0,תל אביב,אחר,תואר ראשון,Prompt Engineering,Organic,5510.0,גמיש,0,7,דנה לוי,147,1,Won,paid
יובל,שפירא,8245.יובל.שפירא@example.com,0557461838,29.0,באר שבע,אחר,הנדסאי,Python for AI,Referral,3210.0,בוקר,0,4,יוסי כהן,80,0,Contacted,pending
אורן,פרץ,8246.אורן.פרץ@example.com,0572153848,35.0,תל אביב,איש מכירות,הנדסאי,Prompt Engineering,Instagram,2920.0,ערב,1,4,דנה לוי,101,0,Contacted,pending
רון,כהן,8247.רון.כהן@example.com,0545069721,23.0,תל אביב,איש מכירות,תואר ראשון,Machine Learning,Organic,6950.0,בוקר,0,0,יוסי כהן,117,0,Follow-up,pending
ליאור,אשכנזי,8248.ליאור.אשכנזי@example.com,0579354532,45.0,תל אביב,מפתח תוכנה,תואר ראשון,AI Automation,Website,5970.0,ערב,0,3,אורי שרון,50,0,Lost,pending
נדב,לוי,8249.נדב.לוי@example.com,0564553154,35.0,ירושלים,מפתח תוכנה,דוקטורט,Prompt Engineering,Facebook,,ערב,0,0,דנה לוי,163,1,Won,paid
הדר,רוזן,8250.הדר.רוזן@example.com,0525505607,27.0,רמת גן,מפתח תוכנה,דוקטורט,AI Agents,Instagram,4020.0,גמיש,0,1,יוסי כהן,1,0,Follow-up,pending
אביב,מזרחי,8251.אביב.מזרחי@example.com,0530963366,31.0,תל אביב,מפתח תוכנה,תואר ראשון,Machine Learning,Instagram,2900.0,ערב,0,3,אורי שרון,166,0,Lost,pending
אסף,אשכנזי,8252.אסף.אשכנזי@example.com,0579366701,28.0,באר שבע,מעצב,תיכונית,AI Agents,Instagram,5420.0,ערב,0,2,יוסי כהן,40,0,Lost,pending
רון,שפירא,8253.רון.שפירא@example.com,0514841498,45.0,פתח תקווה,מפתח תוכנה,תיכונית,Python for AI,Organic,4920.0,"סופ""ש",1,2,אורי שרון,140,0,Contacted,pending
תמר,אוחיון,8254.תמר.אוחיון@example.com,0515491769,31.0,ירושלים,אחר,דוקטורט,AI Automation,Referral,5000.0,"סופ""ש",1,5,נועה גל,159,0,Contacted,pending
מור,שפירא,8255.מור.שפירא@example.com,0589062303,34.0,ירושלים,מורה,תואר ראשון,Python for AI,Organic,500.0,בוקר,0,4,מאיה בר,33,0,Contacted,pending
שני,נחום,8256.שני.נחום@example.com,0581463811,38.0,פתח תקווה,אנליסט,תואר ראשון,Machine Learning,Website,,"סופ""ש",0,2,נועה גל,40,0,New,pending
שירה,ברק,8257.שירה.ברק@example.com,0535640871,,רמת גן,איש מכירות,תואר ראשון,Data Science,Instagram,5440.0,ערב,0,4,יוסי כהן,95,1,Won,paid
אסף,ברק,8258.אסף.ברק@example.com,0523802085,35.0,ראשון לציון,איש מכירות,תיכונית,Python for AI,Facebook,4400.0,ערב,1,2,אורי שרון,97,0,Contacted,pending
אסף,ברק,8259.אסף.ברק@example.com,0592418752,35.0,חיפה,יזם,תואר ראשון,Data Science,Organic,3230.0,גמיש,0,2,מאיה בר,114,0,Interested,pending
ליאור,נחום,8260.ליאור.נחום@example.com,0541796805,19.0,הרצליה,מפתח תוכנה,תואר שני,Machine Learning,Facebook,8020.0,"סופ""ש",0,2,נועה גל,155,0,New,pending
עדי,אשכנזי,8261.עדי.אשכנזי@example.com,0513126655,35.0,הרצליה,סטודנט,תואר שני,Prompt Engineering,Instagram,4400.0,גמיש,1,2,נועה גל,160,0,Lost,pending
מיכל,סלומון,8262.מיכל.סלומון@example.com,0576881284,33.0,ירושלים,יזם,תואר ראשון,Python for AI,Referral,2790.0,גמיש,0,3,נועה גל,52,0,Contacted,pending
אסף,אזולאי,8263.אסף.אזולאי@example.com,0583453781,34.0,רמת גן,מעצב,תיכונית,Prompt Engineering,Organic,4240.0,"סופ""ש",0,3,מאיה בר,166,0,Offer Sent,pending
מיכל,ביטון,8264.מיכל.ביטון@example.com,0543621707,33.0,נתניה,,הנדסאי,Data Science,Facebook,6400.0,בוקר,0,2,דנה לוי,86,0,New,pending
שני,אברהם,8265.שני.אברהם@example.com,0537798245,35.0,תל אביב,מהנדס,הנדסאי,AI Automation,Website,5150.0,ערב,0,2,נועה גל,125,0,Interested,pending
גיא,אשכנזי,8266.גיא.אשכנזי@example.com,0515143365,45.0,תל אביב,אנליסט,תואר ראשון,Machine Learning,Facebook,,"סופ""ש",0,1,אורי שרון,134,1,Won,paid
ענבר,אזולאי,8267.ענבר.אזולאי@example.com,0588248948,22.0,תל אביב,אחר,תיכונית,AI Agents,Organic,3510.0,בוקר,0,2,דנה לוי,2,0,New,pending
אורן,ברק,8268.אורן.ברק@example.com,0517443579,30.0,תל אביב,מפתח תוכנה,תואר ראשון,Prompt Engineering,Referral,5530.0,גמיש,0,4,יוסי כהן,76,1,Won,paid
רון,אשכנזי,8269.רון.אשכנזי@example.com,0553166908,39.0,תל אביב,איש מכירות,תואר ראשון,Python for AI,Organic,4240.0,בוקר,0,2,יוסי כהן,86,1,Won,paid
אסף,נחום,8270.אסף.נחום@example.com,0550462742,37.0,תל אביב,מפתח תוכנה,תואר ראשון,Prompt Engineering,Facebook,500.0,ערב,0,2,אורי שרון,2,0,Offer Sent,pending
אסף,נחום,8271.אסף.נחום@example.com,0524546778,37.0,באר שבע,איש מכירות,,Prompt Engineering,Website,2700.0,בוקר,1,1,אורי שרון,168,0,Follow-up,pending
טל,אזולאי,8272.טל.אזולאי@example.com,0563860173,58.0,רמת גן,מהנדס,תואר ראשון,Prompt Engineering,Instagram,3760.0,"סופ""ש",0,2,מאיה בר,115,0,Contacted,pending
עדי,רוזן,8273.עדי.רוזן@example.com,0534296775,39.0,ראשון לציון,סטודנט,תואר ראשון,Machine Learning,Google Ads,7390.0,"סופ""ש",1,3,מאיה בר,151,0,Contacted,pending
מיכל,מזרחי,8274.מיכל.מזרחי@example.com,0543080953,43.0,פתח תקווה,מפתח תוכנה,תיכונית,Machine Learning,Event,8590.0,ערב,1,8,דנה לוי,83,0,Offer Sent,pending
טל,פרידמן,8275.טל.פרידמן@example.com,0534428233,30.0,חיפה,אחר,תואר ראשון,Data Science,Facebook,7290.0,בוקר,1,0,יוסי כהן,32,0,New,pending
יעל,שגב,8276.יעל.שגב@example.com,0583964715,24.0,נתניה,אחר,תואר ראשון,AI Automation,Website,2830.0,ערב,1,6,נועה גל,165,0,New,pending
רון,ברק,8277.רון.ברק@example.com,0592288795,30.0,חיפה,איש מכירות,תואר ראשון,AI Automation,Facebook,3660.0,ערב,1,1,נועה גל,102,0,Contacted,pending
איתי,ביטון,8278.איתי.ביטון@example.com,0579757145,39.0,חיפה,סטודנט,תואר שני,Data Science,Website,8570.0,ערב,1,3,דנה לוי,146,0,Counseling,pending
שני,אברהם,8279.שני.אברהם@example.com,0540959640,37.0,מודיעין,מפתח תוכנה,תואר שני,Python for AI,Website,2560.0,ערב,0,1,מאיה בר,115,0,Counseling,pending
מיכל,אברהם,8280.מיכל.אברהם@example.com,0539912331,37.0,באר שבע,סטודנט,תואר שני,Machine Learning,Google Ads,6130.0,גמיש,0,1,דנה לוי,129,0,Follow-up,pending
רועי,לוי,8281.רועי.לוי@example.com,0534045905,31.0,ראשון לציון,מעצב,תואר שני,Prompt Engineering,Website,2050.0,ערב,0,3,יוסי כהן,73,0,Contacted,pending
שני,שגב,8282.שני.שגב@example.com,0562590220,30.0,תל אביב,מפתח תוכנה,תואר שני,Prompt Engineering,Event,2320.0,בוקר,0,3,אורי שרון,24,0,Contacted,pending
אביב,פרץ,8283.אביב.פרץ@example.com,0528905754,31.0,רעננה,מפתח תוכנה,תואר שני,Data Science,Organic,6110.0,בוקר,0,2,דנה לוי,21,0,Follow-up,pending
אורי,דהן,8284.אורי.דהן@example.com,0566143537,40.0,חיפה,מהנדס,תואר ראשון,Prompt Engineering,Event,3010.0,"סופ""ש",1,4,יוסי כהן,137,0,New,pending
עומר,אזולאי,8285.עומר.אזולאי@example.com,0555106055,41.0,רמת גן,מעצב,תואר שני,Machine Learning,Facebook,5580.0,ערב,1,5,מאיה בר,12,0,Lost,pending
אסף,לוי,8286.אסף.לוי@example.com,0549098435,,נתניה,,תואר ראשון,Machine Learning,Event,3040.0,בוקר,0,5,נועה גל,96,0,Lost,pending
ניר,אשכנזי,8287.ניר.אשכנזי@example.com,0556159586,40.0,רעננה,אחר,דוקטורט,Python for AI,Instagram,,בוקר,0,2,דנה לוי,149,1,Won,paid
רון,ברק,8288.רון.ברק@example.com,0512466491,27.0,הרצליה,יזם,תיכונית,Data Science,Facebook,7630.0,בוקר,1,2,נועה גל,156,0,Lost,pending
יונתן,אשכנזי,8289.יונתן.אשכנזי@example.com,0587613592,37.0,תל אביב,סטודנט,,Python for AI,Google Ads,3650.0,"סופ""ש",0,6,מאיה בר,106,0,Interested,pending
ליאור,סלומון,8290.ליאור.סלומון@example.com,0576133376,31.0,תל אביב,מהנדס,תיכונית,AI Automation,Instagram,5560.0,גמיש,0,2,מאיה בר,136,0,Interested,pending
שירה,גבאי,8291.שירה.גבאי@example.com,0555397582,47.0,רעננה,אחר,תואר שני,Machine Learning,Organic,6990.0,גמיש,1,3,נועה גל,127,1,Won,paid
אסף,אשכנזי,8292.אסף.אשכנזי@example.com,0569079516,29.0,ירושלים,מפתח תוכנה,תואר ראשון,Python for AI,Facebook,4770.0,ערב,1,3,נועה גל,18,0,Counseling,pending
דור,ברק,8293.דור.ברק@example.com,0539438281,35.0,הרצליה,סטודנט,תואר שני,Machine Learning,Website,6320.0,ערב,0,5,נועה גל,144,0,Lost,pending
אורי,ביטון,8294.אורי.ביטון@example.com,0531654460,38.0,באר שבע,סטודנט,תואר ראשון,Prompt Engineering,Instagram,3860.0,ערב,1,0,נועה גל,126,0,Follow-up,pending
יונתן,גבאי,8295.יונתן.גבאי@example.com,0582840542,25.0,חיפה,מפתח תוכנה,תואר ראשון,Python for AI,Instagram,1850.0,"סופ""ש",0,4,מאיה בר,73,0,Follow-up,pending
הדר,כהן,8296.הדר.כהן@example.com,0557474054,32.0,תל אביב,אנליסט,תואר שני,Data Science,WhatsApp,5960.0,גמיש,1,2,אורי שרון,34,0,Lost,pending
איתי,לוי,8297.איתי.לוי@example.com,0577911121,31.0,מודיעין,מפתח תוכנה,תואר ראשון,Data Science,Website,3970.0,גמיש,0,6,אורי שרון,125,0,Counseling,pending
גלי,דהן,8298.גלי.דהן@example.com,0574921966,28.0,תל אביב,מעצב,תואר ראשון,Python for AI,Instagram,1600.0,גמיש,0,1,דנה לוי,132,0,New,pending
יובל,רוזן,8299.יובל.רוזן@example.com,0526975272,29.0,ראשון לציון,מפתח תוכנה,תואר שני,AI Agents,Organic,7290.0,"סופ""ש",0,5,נועה גל,144,1,Won,paid
מור,מזרחי,8300.מור.מזרחי@example.com,0588928772,43.0,רמת גן,מהנדס,,Machine Learning,WhatsApp,6120.0,ערב,0,2,נועה גל,80,1,Won,paid
ליאור,דהן,8301.ליאור.דהן@example.com,0591634147,28.0,באר שבע,יזם,תואר ראשון,Python for AI,Google Ads,2710.0,גמיש,0,3,נועה גל,165,0,Lost,pending
מור,פרץ,8302.מור.פרץ@example.com,0584070280,38.0,חיפה,סטודנט,תיכונית,Machine Learning,Facebook,3630.0,בוקר,0,4,אורי שרון,44,0,Lost,pending
ענבר,אזולאי,8303.ענבר.אזולאי@example.com,0558867189,36.0,תל אביב,איש מכירות,תואר ראשון,AI Agents,Event,2900.0,ערב,0,5,אורי שרון,175,1,Won,paid
נועה,נחום,8304.נועה.נחום@example.com,0567777129,20.0,ירושלים,מורה,,Prompt Engineering,Instagram,890.0,גמיש,1,5,מאיה בר,108,0,New,pending
יעל,אברהם,8305.יעל.אברהם@example.com,0578594650,38.0,מודיעין,איש מכירות,תיכונית,Python for AI,Instagram,2050.0,ערב,0,1,מאיה בר,102,0,Follow-up,pending
גיא,פרץ,8306.גיא.פרץ@example.com,0511211348,20.0,באר שבע,מהנדס,תיכונית,Prompt Engineering,Facebook,500.0,ערב,0,1,דנה לוי,160,0,Lost,pending
ענבר,ברק,8307.ענבר.ברק@example.com,0593631562,39.0,תל אביב,איש מכירות,תואר שני,Prompt Engineering,Facebook,4270.0,ערב,0,1,נועה גל,133,1,Won,paid
יונתן,אוחיון,8308.יונתן.אוחיון@example.com,0580403457,28.0,באר שבע,איש מכירות,תואר ראשון,Prompt Engineering,WhatsApp,3150.0,"סופ""ש",0,8,יוסי כהן,70,1,Won,paid
טל,סלומון,8309.טל.סלומון@example.com,0590850640,33.0,נתניה,מעצב,תואר ראשון,AI Automation,WhatsApp,4670.0,ערב,0,3,מאיה בר,152,0,New,pending
אלון,מזרחי,8310.אלון.מזרחי@example.com,0523478652,21.0,נתניה,סטודנט,תואר ראשון,AI Agents,Google Ads,6130.0,ערב,0,5,יוסי כהן,67,1,Won,paid
שני,סלומון,8311.שני.סלומון@example.com,0542305323,34.0,תל אביב,מורה,הנדסאי,Prompt Engineering,Referral,2410.0,ערב,1,1,יוסי כהן,26,0,Interested,pending
אביב,נחום,8312.אביב.נחום@example.com,0582162012,41.0,ירושלים,יזם,תיכונית,Python for AI,Organic,3390.0,ערב,1,2,יוסי כהן,103,0,New,pending
הדר,פרץ,8313.הדר.פרץ@example.com,0524878468,26.0,רמת גן,אחר,תואר ראשון,AI Agents,Website,5040.0,ערב,1,2,דנה לוי,57,0,New,pending
ניר,סלומון,8314.ניר.סלומון@example.com,0568055225,28.0,מודיעין,מנהל שיווק,תואר ראשון,Machine Learning,Referral,7940.0,"סופ""ש",0,2,מאיה בר,141,0,New,pending
יובל,ביטון,8315.יובל.ביטון@example.com,0559087623,37.0,ראשון לציון,אנליסט,תואר שני,Prompt Engineering,Event,1380.0,ערב,1,3,נועה גל,54,0,Interested,pending
יעל,רוזן,8316.יעל.רוזן@example.com,0596509603,37.0,תל אביב,מנהל שיווק,תואר ראשון,Prompt Engineering,Facebook,3970.0,ערב,1,4,יוסי כהן,78,1,Won,paid
אביב,גבאי,8317.אביב.גבאי@example.com,0572201915,18.0,הרצליה,סטודנט,תיכונית,Machine Learning,Facebook,3440.0,גמיש,1,1,מאיה בר,133,0,Counseling,pending
רון,גבאי,8318.רון.גבאי@example.com,0556937948,51.0,באר שבע,מנהל שיווק,הנדסאי,Python for AI,Organic,1450.0,בוקר,0,6,מאיה בר,59,0,Counseling,pending
איתי,פרידמן,8319.איתי.פרידמן@example.com,0582491887,38.0,רמת גן,יזם,תואר שני,Prompt Engineering,Referral,500.0,"סופ""ש",0,5,נועה גל,46,0,Follow-up,pending
שני,נחום,8320.שני.נחום@example.com,0551202797,39.0,ירושלים,אחר,תואר ראשון,AI Agents,Facebook,2020.0,ערב,0,1,אורי שרון,17,0,Follow-up,pending
אורן,כהן,8321.אורן.כהן@example.com,0521804901,32.0,הרצליה,סטודנט,תואר שני,AI Agents,Instagram,5690.0,ערב,0,4,מאיה בר,89,1,Won,paid
גלי,ברק,8322.גלי.ברק@example.com,0538174516,18.0,ירושלים,אחר,תואר ראשון,Prompt Engineering,Referral,990.0,"סופ""ש",1,8,יוסי כהן,131,1,Won,paid
ניר,לוי,8323.ניר.לוי@example.com,0546427247,39.0,רמת גן,איש מכירות,תיכונית,Python for AI,Google Ads,3560.0,גמיש,1,0,דנה לוי,25,0,New,pending
איתי,ביטון,8324.איתי.ביטון@example.com,0529603904,28.0,באר שבע,אנליסט,תואר שני,Machine Learning,WhatsApp,8410.0,גמיש,0,7,יוסי כהן,57,1,Won,paid
שני,פרידמן,8325.שני.פרידמן@example.com,0596691170,38.0,חיפה,סטודנט,תואר ראשון,Prompt Engineering,Organic,1910.0,גמיש,0,5,נועה גל,127,0,New,pending
ענבר,שגב,8326.ענבר.שגב@example.com,0515114610,31.0,ירושלים,מהנדס,תיכונית,Machine Learning,Google Ads,5750.0,בוקר,0,2,מאיה בר,143,0,Offer Sent,pending
ליאור,ביטון,8327.ליאור.ביטון@example.com,0551820332,35.0,הרצליה,איש מכירות,תואר ראשון,Prompt Engineering,Referral,4290.0,ערב,0,2,מאיה בר,100,1,Won,paid
רון,גבאי,8328.רון.גבאי@example.com,0596444808,26.0,ראשון לציון,מפתח תוכנה,תואר שני,Machine Learning,Website,6260.0,גמיש,0,3,דנה לוי,67,1,Won,paid
גלי,מזרחי,8329.גלי.מזרחי@example.com,0581350687,41.0,באר שבע,יזם,תואר ראשון,Python for AI,Facebook,3690.0,גמיש,0,3,נועה גל,163,1,Won,paid
רותם,שגב,8330.רותם.שגב@example.com,0518217775,22.0,תל אביב,סטודנט,תואר ראשון,Prompt Engineering,Google Ads,500.0,ערב,0,2,נועה גל,125,0,Interested,pending
מיכל,נחום,8331.מיכל.נחום@example.com,0545513569,53.0,תל אביב,מורה,תואר ראשון,Prompt Engineering,Google Ads,2840.0,ערב,1,5,נועה גל,64,0,Contacted,pending
גיא,לוי,8332.גיא.לוי@example.com,0526318406,53.0,חיפה,אנליסט,תואר שני,Prompt Engineering,WhatsApp,3800.0,ערב,0,2,נועה גל,24,1,Won,paid
גלי,לוי,8333.גלי.לוי@example.com,0567155467,48.0,תל אביב,סטודנט,תואר שני,Machine Learning,WhatsApp,8700.0,"סופ""ש",0,2,מאיה בר,162,0,Lost,pending
הדר,לוי,8334.הדר.לוי@example.com,0595822981,44.0,פתח תקווה,,תואר ראשון,AI Agents,Facebook,4520.0,"סופ""ש",1,3,יוסי כהן,104,0,Contacted,pending
נועה,דהן,8335.נועה.דהן@example.com,0573305568,32.0,ירושלים,יזם,תיכונית,AI Automation,Organic,5510.0,ערב,0,1,נועה גל,148,0,New,pending
גיא,פרץ,8336.גיא.פרץ@example.com,0570313310,43.0,רמת גן,אנליסט,תואר ראשון,AI Agents,Website,4120.0,בוקר,0,2,מאיה בר,86,0,Contacted,pending
שני,שפירא,8337.שני.שפירא@example.com,0563857239,32.0,נתניה,מעצב,תואר שני,Prompt Engineering,Facebook,4320.0,גמיש,1,1,דנה לוי,117,0,Lost,pending
הדר,גבאי,8338.הדר.גבאי@example.com,0522544593,19.0,ראשון לציון,איש מכירות,הנדסאי,Machine Learning,Google Ads,,ערב,0,3,אורי שרון,1,0,Contacted,pending
גלי,שגב,8339.גלי.שגב@example.com,0561455513,47.0,ירושלים,מורה,הנדסאי,Prompt Engineering,WhatsApp,2660.0,גמיש,0,3,נועה גל,123,1,Won,paid
אורי,מזרחי,8340.אורי.מזרחי@example.com,0571503424,43.0,אשדוד,מהנדס,תואר שני,AI Automation,Instagram,3140.0,גמיש,1,1,אורי שרון,154,0,New,pending
יעל,אשכנזי,8341.יעל.אשכנזי@example.com,0516925104,33.0,מודיעין,איש מכירות,תואר שני,AI Automation,Referral,4200.0,גמיש,1,1,יוסי כהן,56,1,Won,paid
ניר,ביטון,8342.ניר.ביטון@example.com,0575720187,22.0,רמת גן,מפתח תוכנה,דוקטורט,Prompt Engineering,Website,,ערב,0,3,מאיה בר,39,1,Won,paid
עידו,מזרחי,8343.עידו.מזרחי@example.com,0559227659,28.0,רמת גן,מפתח תוכנה,תואר ראשון,Python for AI,Website,3640.0,"סופ""ש",0,2,יוסי כהן,166,0,New,pending
שירה,ברק,8344.שירה.ברק@example.com,0553630814,18.0,ירושלים,מורה,תיכונית,Data Science,Google Ads,4580.0,ערב,0,3,מאיה בר,95,0,Lost,pending
אורן,רוזן,8345.אורן.רוזן@example.com,0589516743,42.0,באר שבע,מעצב,תיכונית,Machine Learning,Google Ads,5090.0,בוקר,0,3,יוסי כהן,119,0,New,pending
מור,מזרחי,8346.מור.מזרחי@example.com,0565280858,19.0,תל אביב,אחר,תואר ראשון,Python for AI,WhatsApp,4040.0,ערב,0,3,דנה לוי,147,1,Won,paid
ענבר,פרידמן,8347.ענבר.פרידמן@example.com,0598581569,36.0,תל אביב,מפתח תוכנה,תואר שני,AI Agents,Google Ads,4770.0,ערב,0,2,מאיה בר,97,0,Contacted,pending
טל,כהן,8348.טל.כהן@example.com,0552102241,25.0,ראשון לציון,אנליסט,תואר ראשון,Python for AI,Facebook,2100.0,ערב,0,3,יוסי כהן,94,0,New,pending
תמר,כהן,8349.תמר.כהן@example.com,0598309433,20.0,ירושלים,איש מכירות,תואר ראשון,Data Science,Google Ads,5100.0,ערב,1,3,נועה גל,109,0,Interested,pending
גיא,ברק,8350.גיא.ברק@example.com,0517191218,35.0,נתניה,מהנדס,תואר שני,AI Automation,Organic,5770.0,ערב,0,5,מאיה בר,121,0,Contacted,pending
ליאור,דהן,8351.ליאור.דהן@example.com,0556088529,30.0,רעננה,מנהל שיווק,הנדסאי,Machine Learning,Google Ads,,"סופ""ש",1,1,אורי שרון,21,1,Won,paid
אלון,פרץ,8352.אלון.פרץ@example.com,0571278533,41.0,באר שבע,מנהל שיווק,,Python for AI,Organic,5280.0,גמיש,0,2,יוסי כהן,48,0,New,pending
עדי,פרידמן,8353.עדי.פרידמן@example.com,0560258595,22.0,תל אביב,מהנדס,דוקטורט,Python for AI,Instagram,,"סופ""ש",0,0,דנה לוי,116,1,Won,paid
הדר,כהן,8354.הדר.כהן@example.com,0531987338,26.0,ירושלים,מנהל שיווק,תואר ראשון,Python for AI,Website,3260.0,גמיש,1,3,נועה גל,115,1,Won,paid
עומר,אברהם,8355.עומר.אברהם@example.com,0519790359,,ראשון לציון,איש מכירות,תואר שני,Python for AI,WhatsApp,4530.0,בוקר,0,3,דנה לוי,87,0,Follow-up,pending
דור,רוזן,8356.דור.רוזן@example.com,0578594785,18.0,ראשון לציון,אחר,דוקטורט,Machine Learning,Website,6730.0,ערב,1,0,דנה לוי,57,0,Lost,pending
עומר,אשכנזי,8357.עומר.אשכנזי@example.com,0578156800,49.0,פתח תקווה,אנליסט,תואר שני,Machine Learning,Website,7940.0,ערב,0,2,יוסי כהן,87,1,Won,paid
רותם,כהן,8358.רותם.כהן@example.com,0537918465,52.0,רעננה,סטודנט,תואר ראשון,AI Automation,Referral,540.0,ערב,0,4,נועה גל,165,1,Won,paid
הדר,אברהם,8359.הדר.אברהם@example.com,0592247035,34.0,רעננה,מהנדס,תואר ראשון,Python for AI,Organic,4260.0,"סופ""ש",1,3,נועה גל,67,0,Interested,pending
שני,דהן,8360.שני.דהן@example.com,0526923623,26.0,נתניה,מנהל שיווק,תואר ראשון,Python for AI,Instagram,1790.0,גמיש,0,2,יוסי כהן,118,0,Follow-up,pending
שירה,אזולאי,8361.שירה.אזולאי@example.com,0532026153,30.0,תל אביב,מפתח תוכנה,תואר שני,Python for AI,Website,3480.0,ערב,1,2,דנה לוי,104,0,Interested,pending
ליאור,פרץ,8362.ליאור.פרץ@example.com,0598780618,41.0,תל אביב,,תיכונית,Python for AI,Google Ads,1270.0,ערב,0,4,אורי שרון,75,0,Follow-up,pending
גיא,ברק,8363.גיא.ברק@example.com,0534557201,28.0,חיפה,מורה,תואר ראשון,Machine Learning,Google Ads,5960.0,בוקר,1,2,מאיה בר,158,1,Won,paid
ענבר,שפירא,8364.ענבר.שפירא@example.com,0586008609,35.0,רמת גן,אנליסט,תואר שני,Python for AI,Google Ads,1970.0,"סופ""ש",0,1,מאיה בר,113,0,New,pending
טל,אוחיון,8365.טל.אוחיון@example.com,0541462423,33.0,הרצליה,,תואר ראשון,Machine Learning,Google Ads,2570.0,ערב,0,0,נועה גל,69,0,Lost,pending
שירה,רוזן,8366.שירה.רוזן@example.com,0543834170,28.0,נתניה,אנליסט,תואר ראשון,Data Science,Facebook,4440.0,ערב,0,1,נועה גל,116,0,Counseling,pending
עדי,ברק,8367.עדי.ברק@example.com,0573790776,,הרצליה,מפתח תוכנה,הנדסאי,Machine Learning,Organic,7260.0,ערב,1,1,מאיה בר,90,0,Counseling,pending
אלון,אשכנזי,8368.אלון.אשכנזי@example.com,0550645718,36.0,ירושלים,אנליסט,תיכונית,Python for AI,Website,4110.0,בוקר,1,3,מאיה בר,151,0,Interested,pending
מור,סלומון,8369.מור.סלומון@example.com,0538596779,24.0,רמת גן,יזם,תיכונית,Prompt Engineering,Facebook,4220.0,"סופ""ש",0,6,אורי שרון,103,0,Contacted,pending
רועי,ברק,8370.רועי.ברק@example.com,0556811282,37.0,ירושלים,מהנדס,,AI Automation,Instagram,860.0,"סופ""ש",0,0,נועה גל,158,0,New,pending
יעל,גבאי,8371.יעל.גבאי@example.com,0514662029,29.0,נתניה,יזם,תיכונית,Python for AI,Website,5890.0,גמיש,0,2,יוסי כהן,78,0,Follow-up,pending
עידו,אזולאי,8372.עידו.אזולאי@example.com,0597256451,34.0,תל אביב,מהנדס,תואר ראשון,AI Agents,Website,8920.0,גמיש,1,3,נועה גל,30,1,Won,paid
גיא,גבאי,8373.גיא.גבאי@example.com,0533951551,45.0,פתח תקווה,מפתח תוכנה,תואר ראשון,Prompt Engineering,Referral,970.0,ערב,0,2,נועה גל,163,0,New,pending
תמר,דהן,8374.תמר.דהן@example.com,0517924182,31.0,רעננה,סטודנט,תיכונית,Data Science,Google Ads,6450.0,"סופ""ש",1,4,יוסי כהן,137,0,Lost,pending
ניר,נחום,8375.ניר.נחום@example.com,0517993205,41.0,ירושלים,מנהל שיווק,הנדסאי,Data Science,Organic,5110.0,ערב,1,4,דנה לוי,24,0,Lost,pending
ענבר,כהן,8376.ענבר.כהן@example.com,0565994522,18.0,הרצליה,איש מכירות,תואר שני,Prompt Engineering,Facebook,4060.0,ערב,0,2,יוסי כהן,67,0,Follow-up,pending
יובל,נחום,8377.יובל.נחום@example.com,0510761127,29.0,תל אביב,מורה,תואר ראשון,Prompt Engineering,Website,5280.0,גמיש,0,5,אורי שרון,97,1,Won,paid
ענבר,לוי,8378.ענבר.לוי@example.com,0599240594,33.0,נתניה,איש מכירות,תואר שני,Machine Learning,Google Ads,4230.0,גמיש,1,1,יוסי כהן,34,0,Contacted,pending
אביב,רוזן,8379.אביב.רוזן@example.com,0521164856,50.0,באר שבע,סטודנט,תואר שני,Data Science,Instagram,4370.0,ערב,0,1,דנה לוי,54,0,Contacted,pending
דור,נחום,8380.דור.נחום@example.com,0533111988,18.0,תל אביב,מהנדס,תואר שני,AI Automation,WhatsApp,3770.0,גמיש,0,0,דנה לוי,45,0,Interested,pending
